City,date,index_ratio
Los Angeles,2021-05,0.005041930423012675
Los Angeles,2021-06,0.004934752353414329
Los Angeles,2021-07,0.005011307976279232
Los Angeles,2021-08,0.005000089135448715
Los Angeles,2021-09,0.00502591344674349
Los Angeles,2021-10,0.005081362149571065
Los Angeles,2021-11,0.005059777612251078
Los Angeles,2021-12,0.005089538700928391
Los Angeles,2022-01,0.0050872981986071295
Los Angeles,2022-02,0.0051706337605024804
Los Angeles,2022-03,0.005124614020938962
New York,2018-01,0.004927380080442385
New York,2018-02,0.004926781917720998
New York,2018-03,0.0049400328801111
New York,2018-04,0.004933308977249019
New York,2018-05,0.004940313982151418
New York,2018-06,0.00495305336360484
New York,2018-07,0.004972342582508758
New York,2018-08,0.004989625367166212
New York,2018-09,0.004990712601227187
New York,2018-10,0.005005299802308201
New York,2018-11,0.004954767970391834
New York,2018-12,0.004946409200982105
New York,2019-01,0.004926275783601246
New York,2019-02,0.004931820799760141
New York,2019-03,0.004963772808196363
New York,2019-04,0.004979063236881782
New York,2019-05,0.005035493255132379
New York,2019-06,0.005081591216616049
New York,2019-07,0.005110133858545437
New York,2019-08,0.005128028272401152
New York,2019-09,0.005145225719442807
New York,2019-10,0.005142195261570975
New York,2019-11,0.00513810907607686
New York,2019-12,0.005067594512431833
New York,2020-01,0.005145516770198139
New York,2020-02,0.005167673660351703
New York,2020-03,0.005174535299407012
New York,2020-04,0.005165655362543828
New York,2020-05,0.00513119136042832
New York,2020-06,0.0050927985001684465
New York,2020-07,0.0049727622461782205
New York,2020-08,0.0049523953406230255
New York,2020-09,0.004867457570229585
New York,2020-10,0.004775791157009103
New York,2020-11,0.004731125013251167
New York,2020-12,0.004659281578056546
New York,2021-01,0.004642994667298942
New York,2021-02,0.004660620107997163
New York,2021-03,0.004701861208430867
New York,2021-04,0.004760259261871475
New York,2021-05,0.004846094640528773
New York,2021-06,0.004933646630694608
New York,2021-07,0.00505571776488343
New York,2021-08,0.005094798197757439
New York,2021-09,0.005134487140687943
New York,2021-10,0.005141057485371546
New York,2021-11,0.005160749694787805
New York,2021-12,0.005202124255730317
New York,2022-01,0.005209137949246292
New York,2022-02,0.005255990886294331
New York,2022-03,0.00531109679899158
Philadelphia,2018-01,0.006197696980903758
Philadelphia,2018-02,0.0062353644752839174
Philadelphia,2018-03,0.006264453506346452
Philadelphia,2018-04,0.006236936268866938
Philadelphia,2018-05,0.006236739735712546
Philadelphia,2018-06,0.006269574356310555
Philadelphia,2018-07,0.006250372722785786
Philadelphia,2018-08,0.006266830727886626
Philadelphia,2018-09,0.006212437095737126
Philadelphia,2018-10,0.006167351637945544
Philadelphia,2018-11,0.006115655839686344
Philadelphia,2018-12,0.006086625403775039
Philadelphia,2019-01,0.00609604615932059
Philadelphia,2019-02,0.006270487438447673
Philadelphia,2019-03,0.006339486200156051
Philadelphia,2019-04,0.006361835887625676
Philadelphia,2019-05,0.006360919102218113
Philadelphia,2019-06,0.0064138137141875684
Philadelphia,2019-07,0.006457285555008752
Philadelphia,2019-08,0.0064878264443698685
Philadelphia,2019-09,0.006496815305469486
Philadelphia,2019-10,0.0065028951506868275
Philadelphia,2019-11,0.006532885279304267
Philadelphia,2019-12,0.006531387631989889
Philadelphia,2020-01,0.0064877288627852225
Philadelphia,2020-02,0.006517256157845489
Philadelphia,2020-03,0.006459504614842036
Philadelphia,2020-04,0.006485893331084331
Philadelphia,2020-05,0.006479417500712095
Philadelphia,2020-06,0.006501686821805344
Philadelphia,2020-07,0.006494041024905507
Philadelphia,2020-08,0.00642292640534811
Philadelphia,2020-09,0.006509891769773545
Philadelphia,2020-10,0.006369656075463195
Philadelphia,2020-11,0.00626549668769837
Philadelphia,2020-12,0.006217387426890529
Philadelphia,2021-01,0.006573629721096961
Philadelphia,2021-02,0.006517575165573306
Philadelphia,2021-03,0.00645726630751606
Philadelphia,2021-04,0.006494867962908179
Philadelphia,2021-05,0.006510288220765595
Philadelphia,2021-06,0.006271084257218716
Philadelphia,2021-07,0.00661017822054989
Philadelphia,2021-08,0.006819110920480221
Philadelphia,2021-09,0.006876681190949893
Philadelphia,2021-10,0.006897197720060777
Philadelphia,2021-11,0.0069602842070544966
Philadelphia,2021-12,0.00701060605215613
Philadelphia,2022-01,0.007192860458017141
Philadelphia,2022-02,0.007299304326254996
Philadelphia,2022-03,0.007281929152835155
Pittsburgh,2018-01,0.008863364460292062
Pittsburgh,2018-02,0.008915127502693524
Pittsburgh,2018-03,0.00888375465164844
Pittsburgh,2018-04,0.008914544118620926
Pittsburgh,2018-05,0.008865077464717165
Pittsburgh,2018-06,0.00901401620752219
Pittsburgh,2018-07,0.009035003532671058
Pittsburgh,2018-08,0.008945612020909256
Pittsburgh,2018-09,0.008790463039525328
Pittsburgh,2018-10,0.008728529477741855
Pittsburgh,2018-11,0.008700527474595834
Pittsburgh,2018-12,0.008549679066393088
Pittsburgh,2019-01,0.008621979983593538
Pittsburgh,2019-02,0.008711767545222458
Pittsburgh,2019-03,0.008767436177481394
Pittsburgh,2019-04,0.00897487456334252
Pittsburgh,2019-05,0.009041765764513968
Pittsburgh,2019-06,0.00904276536532438
Pittsburgh,2019-07,0.00911874238848981
Pittsburgh,2019-08,0.009190318664964711
Pittsburgh,2019-09,0.009232320220286996
Pittsburgh,2019-10,0.009205467430050369
Pittsburgh,2019-11,0.009220889379042158
Pittsburgh,2019-12,0.009300113043239433
Pittsburgh,2020-01,0.009133670367728587
Pittsburgh,2020-02,0.00919672193965091
Pittsburgh,2020-03,0.009196304657486928
Pittsburgh,2020-04,0.009197051114112644
Pittsburgh,2020-05,0.009104627920433036
Pittsburgh,2020-06,0.00913411399302515
Pittsburgh,2020-07,0.00911463833812403
Pittsburgh,2020-08,0.009049232464262397
Pittsburgh,2020-09,0.008853124394993188
Pittsburgh,2020-10,0.00877859449475979
Pittsburgh,2020-11,0.008740521432754628
Pittsburgh,2020-12,0.008620400756263498
Pittsburgh,2021-01,0.008570046155353513
Pittsburgh,2021-02,0.008655056123978452
Pittsburgh,2021-03,0.00857598887914831
Pittsburgh,2021-04,0.008557456962218263
Pittsburgh,2021-05,0.008579283317091338
Pittsburgh,2021-06,0.00846165308531501
Pittsburgh,2021-07,0.008529107881607212
Pittsburgh,2021-08,0.00853302821302994
Pittsburgh,2021-09,0.008663580555962648
Pittsburgh,2021-10,0.008611428917456651
Pittsburgh,2021-11,0.008727016073520348
Pittsburgh,2021-12,0.00865366787337536
Pittsburgh,2022-01,0.008599368794282995
Pittsburgh,2022-02,0.008540222219442027
Pittsburgh,2022-03,0.008556340951779127
San Francisco,2018-01,0.0038379490680035566
San Francisco,2018-02,0.0038010963099727596
San Francisco,2018-03,0.003758133760637987
San Francisco,2018-04,0.0037067532656147426
San Francisco,2018-05,0.003709249429533427
San Francisco,2018-06,0.003696996739592461
San Francisco,2018-07,0.0037042351428876012
San Francisco,2018-08,0.0037395000037332544
San Francisco,2018-09,0.003768641315886163
San Francisco,2018-10,0.0037394467979992257
San Francisco,2018-11,0.003730995199816628
San Francisco,2018-12,0.0037580074528850674
San Francisco,2019-01,0.003738693556282507
San Francisco,2019-02,0.003738922709741453
San Francisco,2019-03,0.0037550530749664306
San Francisco,2019-04,0.0037478795784667168
San Francisco,2019-05,0.00378443062670656
San Francisco,2019-06,0.0038057019356354032
San Francisco,2019-07,0.003833430195648118
San Francisco,2019-08,0.003856674100069092
San Francisco,2019-09,0.0038386250031723383
San Francisco,2019-10,0.0037762625495473506
San Francisco,2019-11,0.0037679186639911545
San Francisco,2019-12,0.003693123884243198
San Francisco,2020-01,0.003682749293230688
San Francisco,2020-02,0.003684713590651529
San Francisco,2020-03,0.0036468989535624954
San Francisco,2020-04,0.003597018675596054
San Francisco,2020-05,0.003596963412798058
San Francisco,2020-06,0.0035964976586754295
San Francisco,2020-07,0.0035837995471116263
San Francisco,2020-08,0.0035002585176129495
San Francisco,2020-09,0.0034182565980159303
San Francisco,2020-10,0.0033604813107572075
San Francisco,2020-11,0.003355565182648766
San Francisco,2020-12,0.0033254015553998103
San Francisco,2021-01,0.0033351782138562915
San Francisco,2021-02,0.003366615209950761
San Francisco,2021-03,0.0033692005850081003
San Francisco,2021-04,0.003403026971963762
San Francisco,2021-05,0.00340636323405038
San Francisco,2021-06,0.0034485075648833462
San Francisco,2021-07,0.0034589273629618026
San Francisco,2021-08,0.003461042211653329
San Francisco,2021-09,0.0034542434718044393
San Francisco,2021-10,0.003411638541456266
San Francisco,2021-11,0.003387385477131432
San Francisco,2021-12,0.0033848412022849197
San Francisco,2022-01,0.003407105092567257
San Francisco,2022-02,0.0034269287105577195
San Francisco,2022-03,0.0033578473867327996
Seattle,2018-01,0.004362437568476159
Seattle,2018-02,0.004279879455073587
Seattle,2018-03,0.00420172248099384
Seattle,2018-04,0.004160992742017002
Seattle,2018-05,0.00415969847715427
Seattle,2018-06,0.004193690583386275
Seattle,2018-07,0.004216223825967136
Seattle,2018-08,0.004230420252194606
Seattle,2018-09,0.004226954380098258
Seattle,2018-10,0.004210488104094069
Seattle,2018-11,0.004207310174987718
Seattle,2018-12,0.004222624842562021
Seattle,2019-01,0.004252267334596427
Seattle,2019-02,0.004296187693502339
Seattle,2019-03,0.004343839502515836
Seattle,2019-04,0.004413720518347161
Seattle,2019-05,0.004494464450914497
Seattle,2019-06,0.004583852989358242
Seattle,2019-07,0.004654808386232497
Seattle,2019-08,0.004679948336431251
Seattle,2019-09,0.004653313944479318
Seattle,2019-10,0.004654006363058202
Seattle,2019-11,0.004616172468220042
Seattle,2019-12,0.004619296506113295
Seattle,2020-01,0.0046199038698403385
Seattle,2020-02,0.0046282720051392745
Seattle,2020-03,0.004596060512806989
Seattle,2020-04,0.004566211437538331
Seattle,2020-05,0.004558472795141152
Seattle,2020-06,0.00458285253356918
Seattle,2020-07,0.004563061200305038
Seattle,2020-08,0.00447442638495535
Seattle,2020-09,0.004365556951391742
Seattle,2020-10,0.004208661069990634
Seattle,2020-11,0.004084715658983489
Seattle,2020-12,0.004035197063116352
Seattle,2021-01,0.0040372777512505
Seattle,2021-02,0.004044849957920941
Seattle,2021-03,0.004119746833994447
Seattle,2021-04,0.004148541893155736
Seattle,2021-05,0.004218372772727703
Seattle,2021-06,0.0042695630842468175
Seattle,2021-07,0.004355067137679444
Seattle,2021-08,0.0044292682881866795
Seattle,2021-09,0.004496170554488955
Seattle,2021-10,0.004507966814553889
Seattle,2021-11,0.004496125058415361
Seattle,2021-12,0.004443981617343897
Seattle,2022-01,0.004396316520368184
Seattle,2022-02,0.00436743684632197
Seattle,2022-03,0.004317657270301019
Washington,2018-01,0.00672456496817011
Washington,2018-02,0.006719300129755772
Washington,2018-03,0.0067499157947948675
Washington,2018-04,0.006772478356262272
Washington,2018-05,0.006830582783922563
Washington,2018-06,0.0068288448829373185
Washington,2018-07,0.006795805015600417
Washington,2018-08,0.006755806537083178
Washington,2018-09,0.006717711311846867
Washington,2018-10,0.006623758964404387
Washington,2018-11,0.006583998483454881
Washington,2018-12,0.006601852482257734
Washington,2019-01,0.006642467501087947
Washington,2019-02,0.00662816751130342
Washington,2019-03,0.006622366232843765
Washington,2019-04,0.006596195034868917
Washington,2019-05,0.006589185378046914
Washington,2019-06,0.0066227443505570294
Washington,2019-07,0.006671013364586179
Washington,2019-08,0.006650161113720686
Washington,2019-09,0.0066561198768052
Washington,2019-10,0.006624868051515077
Washington,2019-11,0.006594730919048049
Washington,2019-12,0.006549534079057739
Washington,2020-01,0.006571020293280175
Washington,2020-02,0.006560865626796058
Washington,2020-03,0.006560227271145574
Washington,2020-04,0.006579545258558545
Washington,2020-05,0.006538089707502452
Washington,2020-06,0.006519155400432437
Washington,2020-07,0.006518161908926006
Washington,2020-08,0.00647142096991678
Washington,2020-09,0.0064365342693058596
Washington,2020-10,0.006279616643827809
Washington,2020-11,0.006207923201698394
Washington,2020-12,0.006110009791667412
Washington,2021-01,0.006084242158039013
Washington,2021-02,0.006104402819936816
Washington,2021-03,0.0060635817744244345
Washington,2021-04,0.006059103170009029
Washington,2021-05,0.006100515390460911
Washington,2021-06,0.006172922074898246
Washington,2021-07,0.006174650121103675
Washington,2021-08,0.006315279154767201
Washington,2021-09,0.005965993320822076
Washington,2021-10,0.00632932562810041
Washington,2021-11,0.006377111598251944
Washington,2021-12,0.006417723489916395
Washington,2022-01,0.006477734656902775
Washington,2022-02,0.006444522224645802
Washington,2022-03,0.006431458246906495
