RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21,10/31/21,11/30/21,12/31/21,1/31/22,2/28/22,3/31/22
403134,5016,Mayfair,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,,,,,,,,302332,303165,309726,317244,326140,328670,325562,324641,331426,340808,344553,340389,340843,342515,343581,343111,345158,346728,349966,354199,361319,369323,376448,383690,382609,378166,374379,379672,385937,387199,386291,389182,392161,388568,377573,370229,364246,359613,358669,360855,369254,373676,369357,362206
121808,5016,West End,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,659156,660974,658713,659573,658456,660253,659477,658896,660071,661037,663048,663034,662108,658823,658280,661216,663982,664018,659618,658273,657955,659772,660296,661663,663559,664217,663125,664564,664009,665190,663817,664419,667781,671561,677379,677456,675777,672328,671695,672917,674996,677883,679916,681213,682379,685448,686369,685499,683571,685509,688322
269136,5016,Park Side,Neighborhood,FL,FL,Hollywood,Miami-Fort Lauderdale-West Palm Beach,Broward County,116984,116947,117028,117172,117811,118851,119491,119525,119268,119701,121684,123132,124569,124366,124409,124539,124758,125378,125515,125301,125069,125635,126251,126256,126144,126399,127171,128071,128852,129458,129079,128842,128893,130086,131868,133521,134421,134656,135187,136204,138073,140541,143832,147626,151337,154504,156935,158805,160809,162976,165814
268224,5023,Ivy Hill,Neighborhood,CA,CA,Oakland,San Francisco-Oakland-Hayward,Alameda County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666684
271361,5024,East Congress,Neighborhood,TX,TX,Austin,Austin-Round Rock,Travis County,,,,,,,,,,,,,,,,,,,,,,,,,,328986,330889,332769,335838,337124,339694,342684,348205,352131,355687,356834,358887,365626,377725,396241,417893,439497,455892,466921,472011,475394,478176,488147,501491,516654,529036
269028,5024,Kirkman South,Neighborhood,FL,FL,Orlando,Orlando-Kissimmee-Sanford,Orange County,103071,104138,104822,106747,108735,111671,114375,117806,120473,123459,126001,128610,129492,129457,128490,128267,127513,127178,126804,127025,127158,127870,128042,128818,128941,129684,129935,130551,131118,131345,131315,130947,131196,131849,132896,134244,135207,136254,137086,138068,139424,141397,144777,147764,151001,153417,156511,159267,162437,165819,170577
274164,5029,Kearny Mesa,Neighborhood,CA,CA,San Diego,San Diego-Carlsbad,San Diego County,535211,543628,547969,547672,545585,545495,546993,548856,547232,547886,548698,549927,546439,543970,543608,546777,547840,548503,548352,547494,545970,545568,547829,549948,552686,555090,559399,561458,562645,561822,563575,567889,574592,583223,591180,599159,606275,614104,622116,632420,650383,672436,695388,706392,713272,716914,725594,736976,757166,779223,804040
403482,5031,Langston,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458120,456055,456246,461214,460808
764239,5035,Piscataquog,Neighborhood,NH,NH,Manchester,Manchester-Nashua,Hillsborough County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117875,120201,120378,121891,123851,126612,131414,135950,141548
271551,5038,Mueller,Neighborhood,TX,TX,Austin,Austin-Round Rock,Travis County,,,,,,,,,,,,,,,,,,,,,,,,,383538,384639,387878,391878,395881,396899,397697,398899,404803,409799,415465,419076,424176,434310,445606,461800,479482,500693,518365,528895,531328,534013,537299,548392,559691,572996,576992
271393,5038,Galindo,Neighborhood,TX,TX,Austin,Austin-Round Rock,Travis County,448922,449797,450332,450504,449784,450457,451027,455232,457740,462099,464762,468169,470627,472885,471914,471407,469933,469071,467871,468257,470469,472257,474933,476631,478425,477734,479335,483250,487789,490842,492289,495518,500826,507487,515866,524055,532217,542244,555437,574381,596570,624497,645947,661993,663597,668377,670969,687003,701740,722896,735011
416851,5041,Town Center,Neighborhood,VA,VA,Reston,Washington-Arlington-Alexandria,Fairfax County,230024,230419,233250,233660,234978,235154,235229,235959,237432,238405,238202,237451,237469,238372,239745,241391,242000,242018,241879,242943,244076,246167,248787,251515,252583,253476,254451,257468,258906,260902,261676,264565,266947,270183,272407,274540,276937,277416,277973,279003,281338,283489,282515,280805,279619,279733,281202,282436,284178,288266,292021
761235,5041,Boats,Neighborhood,CA,CA,Foster City,San Francisco-Oakland-Hayward,San Mateo County,846207,851893,864880,878737,895017,906014,917572,933823,943749,953216,953614,951557,941669,935192,922475,916789,908669,908544,895737,877810,860703,850462,847787,846846,853636,857652,867603,862690,844949,827476,822256,836272,841947,850906,851653,856960,854898,858344,855882,864834,882395,906452,924789,937181,947825,950945,950027,950192,956830,967164,975458
268096,5050,Cow Hollow,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,1937914,1948871,1973710,1997724,2015247,2041857,2033596,2030634,2011073,2027270,2025584,2024218,2027873,2032293,2024543,2018416,2025470,2034811,2025652,2018032,2009908,2023248,2030995,2057745,2060673,2072857,2066950,2080523,2051617,2021928,1982011,1989407,1989989,1988290,1964937,1952097,1940835,1941039,1943361,1938050,1948501,1969585,2013372,2043513,2065011,2077177,2078232,2075242,2068219,2085574,2121561
268831,5055,Takoma,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,431205,434444,434699,439341,441597,446407,448271,449637,449931,451031,453198,456643,459113,460794,464544,469187,471720,470963,466252,465229,467126,471127,472236,473148,475080,476687,475772,475031,479362,484538,488744,489812,493156,497606,503459,506297,508226,507160,509205,513780,518417,522472,523288,524760,525419,529465,532166,534406,533551,534866,535713
270315,5059,Fourth Ward,Neighborhood,NC,NC,Charlotte,Charlotte-Concord-Gastonia,Mecklenburg County,294035,295705,295990,295157,294010,293280,293456,293671,294213,294216,295480,296958,298932,298752,298463,298543,299355,300092,300397,301103,302041,304181,306590,309131,310194,311381,311054,311302,311814,313506,315100,316928,319242,322158,324176,326360,329891,332316,334656,335755,337965,341367,345420,349939,353922,356442,359453,361456,366211,372341,380691
187387,5061,East Merrimack,Neighborhood,NH,NH,Merrimack,Manchester-Nashua,Hillsborough County,174411,175136,176073,176519,176177,175546,175352,176132,176716,177443,177648,178335,179155,180551,181595,182614,183865,185364,186455,186784,187210,188390,189950,191219,192376,194229,196879,199079,199195,199130,199830,202714,206530,210236,214520,218033,221974,224909,227728,231794,236991,243328,247905,252539,254402,256766,258300,262520,267285,272510,277450
273824,5069,Glacier View,Neighborhood,WA,WA,Everett,Seattle-Tacoma-Bellevue,Snohomish County,195983,199111,202662,204834,207725,209785,211409,212341,213853,213976,214863,215235,215502,215094,215367,215436,217321,217920,219323,219543,219322,219150,219863,222018,225960,229121,233154,235901,236734,238710,240822,245434,249095,253530,257606,259795,263614,268075,274658,278398,283295,287229,292059,295837,299094,303270,307592,316508,325421,334797,343687
344015,5073,Judkins Park,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,376248,385080,392311,397698,398846,397808,393331,388648,385802,384216,382560,381270,378266,374747,370616,367330,364607,361299,358987,358137,358126,358955,361663,367839,377512,387916,395903,399732,399027,399492,401532,406612,410304,413166,413707,410579,407624,406228,406175,409401,412675,419173,422046,422923,424447,424439,428596,430330,433936,437589,445632
271065,5083,Boise,Neighborhood,OR,OR,Portland,Portland-Vancouver-Hillsboro,Multnomah County,,,,,,,,,,,,,,,,,,,,,,,,450421,455512,459412,459250,457553,454299,454050,452995,454409,459804,465410,468830,468644,465573,468930,472043,477917,474133,473602,474291,475641,477241,477061,478742,478773,478132,475848,478983
764226,5088,Downtown,Neighborhood,CA,CA,Ventura,Oxnard-Thousand Oaks-Ventura,Ventura County,696460,701665,702745,697540,693992,696489,698997,711278,720779,729157,727008,725433,722515,720984,715977,720639,724727,728667,717493,708337,704199,709585,707381,704299,702715,703001,701259,695238,686932,677561,677896,686220,697370,701875,705747,708802,710799,712015,726281,751617,784400,812839,839049,863177,880647,890152,897579,906047,918149,936587,954817
268177,5090,Glen Park,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471289,1474474,1472086,1456432,1447846,1441865,1441425,1442060,1441387,1453303,1472337,1495082,1507434,1520413,1533355,1543563,1554844,1562316,1592204,1621448
762260,5097,Bartolo Square South,Neighborhood,CA,CA,Oxnard,Oxnard-Thousand Oaks-Ventura,Ventura County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393956
761077,5100,Mack Park,Neighborhood,MA,MA,Salem,Boston-Cambridge-Newton,Essex County,302888,301666,303502,307585,312096,314974,315345,316193,316699,319970,322642,327025,331099,336594,338596,338239,334294,332571,331499,334529,338681,341472,343488,343526,345089,342314,344080,346473,351571,351827,352798,355944,360430,363758,367124,372186,377780,382080,384759,387833,392961,399567,406261,411820,416624,421199,425514,429195,432486,434325,435999
252339,5105,Wilburton,Neighborhood,WA,WA,Bellevue,Seattle-Tacoma-Bellevue,King County,395259,403183,412660,421117,425634,425205,422849,422329,424442,426183,425655,424448,423397,421704,419752,417248,415405,412805,410921,408942,407003,405746,408364,411071,414588,415993,419426,420844,418810,416081,415008,419516,424430,429610,431772,430539,431154,432562,435187,438653,445669,456588,463848,465194,464306,463001,466077,470375,476662,484911,496331
271349,5109,Dignowity Hill,Neighborhood,TX,TX,San Antonio,San Antonio-New Braunfels,Bexar County,337168,334806,333688,334499,336785,339047,339444,340156,339767,340817,341070,341612,339651,338583,337801,340890,343018,344993,346604,350250,354615,358572,359282,358881,357400,356607,357274,352856,348847,343507,344589,346414,348140,348510,347331,345400,341823,338233,337921,341387,346554,348970,354389,362453,371322,376945,377264,378446,379772,383349,390469
273818,5112,Germantown,Neighborhood,KY,KY,Louisville,Louisville/Jefferson County,Jefferson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189199,190132,190820,192267,194046,195759,197726,199109
761167,5112,Manatawny-Farmington,Neighborhood,PA,PA,Pottstown,Philadelphia-Camden-Wilmington,Montgomery County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108443
