City,date,rental_price,roomtype
Los Angeles,2020-07,6950.045218,condominium_family_home
Los Angeles,2020-08,6982.388942,condominium_family_home
Los Angeles,2020-09,7006.858433,condominium_family_home
Los Angeles,2020-10,7023.650167,condominium_family_home
Los Angeles,2020-11,6998.874019,condominium_family_home
Los Angeles,2020-12,6853.041338,condominium_family_home
Los Angeles,2021-01,6825.100325,condominium_family_home
Los Angeles,2021-02,6858.09353,condominium_family_home
Los Angeles,2021-03,6890.866946,condominium_family_home
Los Angeles,2021-04,7028.995793,condominium_family_home
Los Angeles,2021-05,7267.415514,condominium_family_home
Los Angeles,2021-06,6834.718296,condominium_family_home
Los Angeles,2021-07,7591.613841,condominium_family_home
Los Angeles,2021-08,7640.151052,condominium_family_home
Los Angeles,2021-09,7900.790774,condominium_family_home
Los Angeles,2021-10,7847.187336,condominium_family_home
Los Angeles,2021-11,7473.238791,condominium_family_home
Los Angeles,2021-12,8190.469885,condominium_family_home
Los Angeles,2022-01,8133.604356,condominium_family_home
Los Angeles,2022-02,8178.631809,condominium_family_home
Los Angeles,2022-03,8148.865329,condominium_family_home
New York,2018-01,8675.840684,condominium_family_home
New York,2018-02,8686.326331,condominium_family_home
New York,2018-03,8733.158085,condominium_family_home
New York,2018-04,8736.081344,condominium_family_home
New York,2018-05,8745.735195,condominium_family_home
New York,2018-06,8762.294114,condominium_family_home
New York,2018-07,8800.825066,condominium_family_home
New York,2018-08,8934.820519,condominium_family_home
New York,2018-09,8958.359413,condominium_family_home
New York,2018-10,8886.418249,condominium_family_home
New York,2018-11,8905.549359,condominium_family_home
New York,2018-12,8814.536345,condominium_family_home
New York,2019-01,8749.467202,condominium_family_home
New York,2019-02,8758.013979,condominium_family_home
New York,2019-03,8820.446286,condominium_family_home
New York,2019-04,8812.018854,condominium_family_home
New York,2019-05,8921.976035,condominium_family_home
New York,2019-06,9021.850163,condominium_family_home
New York,2019-07,9112.98677,condominium_family_home
New York,2019-08,9124.185651,condominium_family_home
New York,2019-09,9100.979317,condominium_family_home
New York,2019-10,8999.27783,condominium_family_home
New York,2019-11,8930.13665,condominium_family_home
New York,2019-12,8901.382649,condominium_family_home
New York,2020-01,8948.519928,condominium_family_home
New York,2020-02,9012.410227,condominium_family_home
New York,2020-03,9023.893508,condominium_family_home
New York,2020-04,9032.037855,condominium_family_home
New York,2020-05,8960.345908,condominium_family_home
New York,2020-06,8824.485359,condominium_family_home
New York,2020-07,8742.649032,condominium_family_home
New York,2020-08,8476.241069,condominium_family_home
New York,2020-09,8337.069966,condominium_family_home
New York,2020-10,8094.289576,condominium_family_home
New York,2020-11,8063.983313,condominium_family_home
New York,2020-12,7904.342504,condominium_family_home
New York,2021-01,7883.571527,condominium_family_home
New York,2021-02,8000.994835,condominium_family_home
New York,2021-03,8152.159751,condominium_family_home
New York,2021-04,8356.902881,condominium_family_home
New York,2021-05,8544.372613,condominium_family_home
New York,2021-06,8731.819323,condominium_family_home
New York,2021-07,9129.924157,condominium_family_home
New York,2021-08,9331.648062,condominium_family_home
New York,2021-09,9547.308118,condominium_family_home
New York,2021-10,9442.767048,condominium_family_home
New York,2021-11,9471.009488,condominium_family_home
New York,2021-12,9637.178153,condominium_family_home
New York,2022-01,9638.173834,condominium_family_home
New York,2022-02,9787.624478,condominium_family_home
New York,2022-03,10060.61664,condominium_family_home
Philadelphia,2018-01,1874.159119,condominium_family_home
Philadelphia,2018-02,1907.953696,condominium_family_home
Philadelphia,2018-03,1944.207444,condominium_family_home
Philadelphia,2018-04,1958.508583,condominium_family_home
Philadelphia,2018-05,1970.25086,condominium_family_home
Philadelphia,2018-06,1982.79594,condominium_family_home
Philadelphia,2018-07,1995.694445,condominium_family_home
Philadelphia,2018-08,2004.581414,condominium_family_home
Philadelphia,2018-09,2001.410431,condominium_family_home
Philadelphia,2018-10,1995.626118,condominium_family_home
Philadelphia,2018-11,2000.820172,condominium_family_home
Philadelphia,2018-12,2001.262065,condominium_family_home
Philadelphia,2019-01,2016.55801,condominium_family_home
Philadelphia,2019-02,1999.593132,condominium_family_home
Philadelphia,2019-03,2022.499531,condominium_family_home
Philadelphia,2019-04,2033.291329,condominium_family_home
Philadelphia,2019-05,2038.485029,condominium_family_home
Philadelphia,2019-06,2056.467567,condominium_family_home
Philadelphia,2019-07,2070.709215,condominium_family_home
Philadelphia,2019-08,2078.994196,condominium_family_home
Philadelphia,2019-09,2081.154539,condominium_family_home
Philadelphia,2019-10,2013.841285,condominium_family_home
Philadelphia,2019-11,2025.860689,condominium_family_home
Philadelphia,2019-12,2030.704345,condominium_family_home
Philadelphia,2020-01,2043.759137,condominium_family_home
Philadelphia,2020-02,2061.230467,condominium_family_home
Philadelphia,2020-03,2060.915681,condominium_family_home
Philadelphia,2020-04,2002.94202,condominium_family_home
Philadelphia,2020-05,1994.760079,condominium_family_home
Philadelphia,2020-06,2002.258341,condominium_family_home
Philadelphia,2020-07,2004.583906,condominium_family_home
Philadelphia,2020-08,2004.02106,condominium_family_home
Philadelphia,2020-09,1913.092633,condominium_family_home
Philadelphia,2020-10,1886.647661,condominium_family_home
Philadelphia,2020-11,1870.458303,condominium_family_home
Philadelphia,2020-12,1874.289227,condominium_family_home
Philadelphia,2021-01,1835.793518,condominium_family_home
Philadelphia,2021-02,1846.254541,condominium_family_home
Philadelphia,2021-03,1912.971902,condominium_family_home
Philadelphia,2021-04,1900.189253,condominium_family_home
Philadelphia,2021-05,1929.017209,condominium_family_home
Philadelphia,2021-06,2010.199309,condominium_family_home
Philadelphia,2021-07,1997.757436,condominium_family_home
Philadelphia,2021-08,2046.514611,condominium_family_home
Philadelphia,2021-09,2069.958278,condominium_family_home
Philadelphia,2021-10,2131.763299,condominium_family_home
Philadelphia,2021-11,2110.702117,condominium_family_home
Philadelphia,2021-12,2140.585336,condominium_family_home
Philadelphia,2022-01,2133.961903,condominium_family_home
Philadelphia,2022-02,2149.253905,condominium_family_home
Philadelphia,2022-03,2160.214152,condominium_family_home
Pittsburgh,2018-01,1388.478322,condominium_family_home
Pittsburgh,2018-02,1400.470947,condominium_family_home
Pittsburgh,2018-03,1412.217548,condominium_family_home
Pittsburgh,2018-04,1425.584722,condominium_family_home
Pittsburgh,2018-05,1426.512787,condominium_family_home
Pittsburgh,2018-06,1447.198274,condominium_family_home
Pittsburgh,2018-07,1452.319387,condominium_family_home
Pittsburgh,2018-08,1442.479931,condominium_family_home
Pittsburgh,2018-09,1423.086359,condominium_family_home
Pittsburgh,2018-10,1420.900171,condominium_family_home
Pittsburgh,2018-11,1421.647299,condominium_family_home
Pittsburgh,2018-12,1410.847822,condominium_family_home
Pittsburgh,2019-01,1429.509244,condominium_family_home
Pittsburgh,2019-02,1452.240412,condominium_family_home
Pittsburgh,2019-03,1461.536248,condominium_family_home
Pittsburgh,2019-04,1486.102475,condominium_family_home
Pittsburgh,2019-05,1489.660289,condominium_family_home
Pittsburgh,2019-06,1483.463222,condominium_family_home
Pittsburgh,2019-07,1490.050438,condominium_family_home
Pittsburgh,2019-08,1497.993375,condominium_family_home
Pittsburgh,2019-09,1501.321097,condominium_family_home
Pittsburgh,2019-10,1500.455916,condominium_family_home
Pittsburgh,2019-11,1510.929362,condominium_family_home
Pittsburgh,2019-12,1537.757974,condominium_family_home
Pittsburgh,2020-01,1524.862444,condominium_family_home
Pittsburgh,2020-02,1537.012166,condominium_family_home
Pittsburgh,2020-03,1540.073276,condominium_family_home
Pittsburgh,2020-04,1539.772942,condominium_family_home
Pittsburgh,2020-05,1524.713227,condominium_family_home
Pittsburgh,2020-06,1526.428921,condominium_family_home
Pittsburgh,2020-07,1536.539735,condominium_family_home
Pittsburgh,2020-08,1554.568638,condominium_family_home
Pittsburgh,2020-09,1557.705765,condominium_family_home
Pittsburgh,2020-10,1577.093971,condominium_family_home
Pittsburgh,2020-11,1603.230691,condominium_family_home
Pittsburgh,2020-12,1604.756685,condominium_family_home
Pittsburgh,2021-01,2185.328525,condominium_family_home
Pittsburgh,2021-02,2250.978666,condominium_family_home
Pittsburgh,2021-03,2247.570073,condominium_family_home
Pittsburgh,2021-04,2264.907507,condominium_family_home
Pittsburgh,2021-05,2312.689581,condominium_family_home
Pittsburgh,2021-06,2328.354339,condominium_family_home
Pittsburgh,2021-07,2368.609313,condominium_family_home
Pittsburgh,2021-08,2378.681541,condominium_family_home
Pittsburgh,2021-09,2418.607096,condominium_family_home
Pittsburgh,2021-10,2423.672769,condominium_family_home
Pittsburgh,2021-11,2461.940239,condominium_family_home
Pittsburgh,2021-12,2448.786025,condominium_family_home
Pittsburgh,2022-01,2454.932553,condominium_family_home
Pittsburgh,2022-02,2469.255247,condominium_family_home
Pittsburgh,2022-03,2499.705599,condominium_family_home
San Francisco,2018-01,8230.510655,condominium_family_home
San Francisco,2018-02,8226.341246,condominium_family_home
San Francisco,2018-03,8226.137043,condominium_family_home
San Francisco,2018-04,8232.602138,condominium_family_home
San Francisco,2018-05,8262.057596,condominium_family_home
San Francisco,2018-06,8349.51683,condominium_family_home
San Francisco,2018-07,8348.87392,condominium_family_home
San Francisco,2018-08,8467.797769,condominium_family_home
San Francisco,2018-09,8507.618231,condominium_family_home
San Francisco,2018-10,8520.062411,condominium_family_home
San Francisco,2018-11,8511.076212,condominium_family_home
San Francisco,2018-12,8559.763637,condominium_family_home
San Francisco,2019-01,8546.053014,condominium_family_home
San Francisco,2019-02,8526.591031,condominium_family_home
San Francisco,2019-03,8534.516534,condominium_family_home
San Francisco,2019-04,8503.495699,condominium_family_home
San Francisco,2019-05,8574.908095,condominium_family_home
San Francisco,2019-06,8659.250018,condominium_family_home
San Francisco,2019-07,8657.723864,condominium_family_home
San Francisco,2019-08,8653.319697,condominium_family_home
San Francisco,2019-09,8576.76186,condominium_family_home
San Francisco,2019-10,8492.303033,condominium_family_home
San Francisco,2019-11,8465.11885,condominium_family_home
San Francisco,2019-12,8374.523485,condominium_family_home
San Francisco,2020-01,8383.426176,condominium_family_home
San Francisco,2020-02,8424.183585,condominium_family_home
San Francisco,2020-03,8349.664451,condominium_family_home
San Francisco,2020-04,8264.07463,condominium_family_home
San Francisco,2020-05,8207.566807,condominium_family_home
San Francisco,2020-06,8158.129728,condominium_family_home
San Francisco,2020-07,8045.496379,condominium_family_home
San Francisco,2020-08,7925.645023,condominium_family_home
San Francisco,2020-09,7762.777664,condominium_family_home
San Francisco,2020-10,7613.342243,condominium_family_home
San Francisco,2020-11,7514.089215,condominium_family_home
San Francisco,2020-12,7370.467574,condominium_family_home
San Francisco,2021-01,7361.515628,condominium_family_home
San Francisco,2021-02,7420.546808,condominium_family_home
San Francisco,2021-03,7447.467409,condominium_family_home
San Francisco,2021-04,7526.594622,condominium_family_home
San Francisco,2021-05,7579.775148,condominium_family_home
San Francisco,2021-06,7692.057596,condominium_family_home
San Francisco,2021-07,7848.904371,condominium_family_home
San Francisco,2021-08,7966.826448,condominium_family_home
San Francisco,2021-09,8105.116612,condominium_family_home
San Francisco,2021-10,8057.154978,condominium_family_home
San Francisco,2021-11,8026.090837,condominium_family_home
San Francisco,2021-12,8053.215695,condominium_family_home
San Francisco,2022-01,8118.275609,condominium_family_home
San Francisco,2022-02,8364.187756,condominium_family_home
San Francisco,2022-03,8118.629779,condominium_family_home
Seattle,2018-01,3820.750743,condominium_family_home
Seattle,2018-02,3836.65177,condominium_family_home
Seattle,2018-03,3838.986332,condominium_family_home
Seattle,2018-04,3842.078584,condominium_family_home
Seattle,2018-05,3847.852108,condominium_family_home
Seattle,2018-06,3872.919562,condominium_family_home
Seattle,2018-07,3871.093823,condominium_family_home
Seattle,2018-08,3873.082074,condominium_family_home
Seattle,2018-09,3867.907647,condominium_family_home
Seattle,2018-10,3945.917488,condominium_family_home
Seattle,2018-11,3844.149119,condominium_family_home
Seattle,2018-12,3835.434178,condominium_family_home
Seattle,2019-01,3859.450309,condominium_family_home
Seattle,2019-02,3886.727588,condominium_family_home
Seattle,2019-03,3918.516173,condominium_family_home
Seattle,2019-04,3954.738685,condominium_family_home
Seattle,2019-05,3998.800805,condominium_family_home
Seattle,2019-06,4043.269246,condominium_family_home
Seattle,2019-07,4095.386649,condominium_family_home
Seattle,2019-08,4110.012923,condominium_family_home
Seattle,2019-09,4082.996377,condominium_family_home
Seattle,2019-10,4081.627885,condominium_family_home
Seattle,2019-11,4066.952369,condominium_family_home
Seattle,2019-12,4113.501248,condominium_family_home
Seattle,2020-01,4171.456192,condominium_family_home
Seattle,2020-02,4220.608007,condominium_family_home
Seattle,2020-03,4223.422811,condominium_family_home
Seattle,2020-04,4216.670042,condominium_family_home
Seattle,2020-05,4197.521158,condominium_family_home
Seattle,2020-06,4214.079229,condominium_family_home
Seattle,2020-07,4217.317803,condominium_family_home
Seattle,2020-08,4201.407534,condominium_family_home
Seattle,2020-09,4167.433677,condominium_family_home
Seattle,2020-10,4086.619264,condominium_family_home
Seattle,2020-11,4005.744437,condominium_family_home
Seattle,2020-12,3968.375671,condominium_family_home
Seattle,2021-01,3974.38112,condominium_family_home
Seattle,2021-02,3994.764892,condominium_family_home
Seattle,2021-03,4180.701002,condominium_family_home
Seattle,2021-04,4170.275826,condominium_family_home
Seattle,2021-05,4290.480141,condominium_family_home
Seattle,2021-06,4439.342816,condominium_family_home
Seattle,2021-07,4580.95452,condominium_family_home
Seattle,2021-08,4702.631989,condominium_family_home
Seattle,2021-09,4805.031601,condominium_family_home
Seattle,2021-10,4846.122988,condominium_family_home
Seattle,2021-11,4899.098616,condominium_family_home
Seattle,2021-12,4908.904796,condominium_family_home
Seattle,2022-01,4945.227698,condominium_family_home
Seattle,2022-02,4871.916961,condominium_family_home
Seattle,2022-03,4919.128874,condominium_family_home
Washington,2018-01,4931.496267,condominium_family_home
Washington,2018-02,4958.695811,condominium_family_home
Washington,2018-03,4960.1757,condominium_family_home
Washington,2018-04,4977.179533,condominium_family_home
Washington,2018-05,5007.627907,condominium_family_home
Washington,2018-06,5051.81057,condominium_family_home
Washington,2018-07,5092.17224,condominium_family_home
Washington,2018-08,5112.195608,condominium_family_home
Washington,2018-09,5103.10212,condominium_family_home
Washington,2018-10,5084.421086,condominium_family_home
Washington,2018-11,5088.394983,condominium_family_home
Washington,2018-12,5112.494934,condominium_family_home
Washington,2019-01,5194.126973,condominium_family_home
Washington,2019-02,5211.008802,condominium_family_home
Washington,2019-03,5248.142596,condominium_family_home
Washington,2019-04,5285.546434,condominium_family_home
Washington,2019-05,5328.695032,condominium_family_home
Washington,2019-06,5369.296986,condominium_family_home
Washington,2019-07,5385.85434,condominium_family_home
Washington,2019-08,5374.584339,condominium_family_home
Washington,2019-09,5378.694307,condominium_family_home
Washington,2019-10,5356.501221,condominium_family_home
Washington,2019-11,5339.769168,condominium_family_home
Washington,2019-12,5308.195851,condominium_family_home
Washington,2020-01,5353.132648,condominium_family_home
Washington,2020-02,5402.692768,condominium_family_home
Washington,2020-03,5443.873323,condominium_family_home
Washington,2020-04,5466.427865,condominium_family_home
Washington,2020-05,5368.855768,condominium_family_home
Washington,2020-06,5309.881737,condominium_family_home
Washington,2020-07,5251.847669,condominium_family_home
Washington,2020-08,5233.444949,condominium_family_home
Washington,2020-09,5231.911631,condominium_family_home
Washington,2020-10,5158.709857,condominium_family_home
Washington,2020-11,5178.463906,condominium_family_home
Washington,2020-12,5154.371717,condominium_family_home
Washington,2021-01,5166.766126,condominium_family_home
Washington,2021-02,5189.253806,condominium_family_home
Washington,2021-03,5227.881514,condominium_family_home
Washington,2021-04,5284.068127,condominium_family_home
Washington,2021-05,5388.822083,condominium_family_home
Washington,2021-06,5490.327788,condominium_family_home
Washington,2021-07,5538.50707,condominium_family_home
Washington,2021-08,5645.312857,condominium_family_home
Washington,2021-09,5724.241058,condominium_family_home
Washington,2021-10,5757.756115,condominium_family_home
Washington,2021-11,5802.537094,condominium_family_home
Washington,2021-12,5833.138834,condominium_family_home
Washington,2022-01,5893.342752,condominium_family_home
Washington,2022-02,5960.48093,condominium_family_home
Washington,2022-03,6039.414607,condominium_family_home
