City,date,housing_price,roomtype
Los Angeles,2021-04,869409.0204081633,2beds
Los Angeles,2021-05,883952.0416666666,2beds
Los Angeles,2021-06,878446.2978723404,2beds
Los Angeles,2021-07,917413.2708333334,2beds
Los Angeles,2021-08,924661.3265306122,2beds
Los Angeles,2021-09,944490.4893617021,2beds
Los Angeles,2021-10,929608.3617021276,2beds
Los Angeles,2021-11,916269.8510638297,2beds
Los Angeles,2021-12,951001.8936170213,2beds
Los Angeles,2022-01,950566.9791666666,2beds
Los Angeles,2022-02,948191.2040816327,2beds
Los Angeles,2022-03,963266.5918367347,2beds
New York,2018-01,1104746.0,2beds
New York,2018-02,1117495.9420289856,2beds
New York,2018-03,1117987.072463768,2beds
New York,2018-04,1118917.4057971016,2beds
New York,2018-05,1118361.4347826086,2beds
New York,2018-06,1116393.7101449275,2beds
New York,2018-07,1116044.043478261,2beds
New York,2018-08,1118954.955882353,2beds
New York,2018-09,1115818.1911764706,2beds
New York,2018-10,1107940.347826087,2beds
New York,2018-11,1117664.5294117648,2beds
New York,2018-12,1112684.347826087,2beds
New York,2019-01,1110834.7246376812,2beds
New York,2019-02,1106920.1884057971,2beds
New York,2019-03,1103926.1449275361,2beds
New York,2019-04,1095525.3714285714,2beds
New York,2019-05,1093746.7714285713,2beds
New York,2019-06,1091954.2285714287,2beds
New York,2019-07,1091150.0,2beds
New York,2019-08,1080434.4647887324,2beds
New York,2019-09,1074122.1830985916,2beds
New York,2019-10,1067919.0563380283,2beds
New York,2019-11,1065719.366197183,2beds
New York,2019-12,1071902.3857142858,2beds
New York,2020-01,1065463.5633802817,2beds
New York,2020-02,1065972.2112676057,2beds
New York,2020-03,1067006.1690140846,2beds
New York,2020-04,1073936.4428571428,2beds
New York,2020-05,1067845.9014084507,2beds
New York,2020-06,1059937.736111111,2beds
New York,2020-07,1058453.0555555555,2beds
New York,2020-08,1054990.5277777778,2beds
New York,2020-09,1050176.7142857143,2beds
New York,2020-10,1047371.3611111111,2beds
New York,2020-11,1057042.0704225353,2beds
New York,2020-12,1056083.111111111,2beds
New York,2021-01,1050100.4520547944,2beds
New York,2021-02,1049141.602739726,2beds
New York,2021-03,1046225.904109589,2beds
New York,2021-04,1045202.6164383561,2beds
New York,2021-05,1046062.4794520548,2beds
New York,2021-06,1051327.1095890412,2beds
New York,2021-07,1063827.7777777778,2beds
New York,2021-08,1070668.4305555555,2beds
New York,2021-09,1067296.3424657534,2beds
New York,2021-10,1067740.054054054,2beds
New York,2021-11,1067897.8133333332,2beds
New York,2021-12,1076465.2972972973,2beds
New York,2022-01,1074909.4266666668,2beds
New York,2022-02,1092631.4736842106,2beds
New York,2022-03,1108305.0133333334,2beds
Philadelphia,2018-01,283915.35294117645,2beds
Philadelphia,2018-02,286701.76470588235,2beds
Philadelphia,2018-03,290028.1176470588,2beds
Philadelphia,2018-04,292904.64705882355,2beds
Philadelphia,2018-05,294539.17647058825,2beds
Philadelphia,2018-06,294622.9411764706,2beds
Philadelphia,2018-07,295449.70588235295,2beds
Philadelphia,2018-08,296496.35294117645,2beds
Philadelphia,2018-09,298324.0,2beds
Philadelphia,2018-10,299755.5882352941,2beds
Philadelphia,2018-11,301447.8823529412,2beds
Philadelphia,2018-12,303632.29411764705,2beds
Philadelphia,2019-01,304606.17647058825,2beds
Philadelphia,2019-02,299709.3333333333,2beds
Philadelphia,2019-03,298703.44444444444,2beds
Philadelphia,2019-04,298333.6666666667,2beds
Philadelphia,2019-05,298276.1111111111,2beds
Philadelphia,2019-06,297743.0,2beds
Philadelphia,2019-07,297209.44444444444,2beds
Philadelphia,2019-08,296436.94444444444,2beds
Philadelphia,2019-09,296366.1666666667,2beds
Philadelphia,2019-10,284345.8947368421,2beds
Philadelphia,2019-11,284374.36842105264,2beds
Philadelphia,2019-12,284975.15789473685,2beds
Philadelphia,2020-01,286700.05263157893,2beds
Philadelphia,2020-02,288593.1052631579,2beds
Philadelphia,2020-03,290558.0,2beds
Philadelphia,2020-04,282799.0,2beds
Philadelphia,2020-05,283152.3,2beds
Philadelphia,2020-06,283203.75,2beds
Philadelphia,2020-07,284212.85,2beds
Philadelphia,2020-08,287121.5,2beds
Philadelphia,2020-09,279053.04761904763,2beds
Philadelphia,2020-10,282240.0,2beds
Philadelphia,2020-11,284570.61904761905,2beds
Philadelphia,2020-12,285960.71428571426,2beds
Philadelphia,2021-01,277268.9090909091,2beds
Philadelphia,2021-02,279286.86363636365,2beds
Philadelphia,2021-03,288793.3333333333,2beds
Philadelphia,2021-04,282203.7272727273,2beds
Philadelphia,2021-05,283481.0909090909,2beds
Philadelphia,2021-06,294129.5,2beds
Philadelphia,2021-07,283358.7826086957,2beds
Philadelphia,2021-08,282440.95652173914,2beds
Philadelphia,2021-09,280894.95652173914,2beds
Philadelphia,2021-10,288300.1818181818,2beds
Philadelphia,2021-11,281584.1304347826,2beds
Philadelphia,2021-12,281875.347826087,2beds
Philadelphia,2022-01,275491.75,2beds
Philadelphia,2022-02,275531.7916666667,2beds
Philadelphia,2022-03,275656.375,2beds
Pittsburgh,2018-01,144889.5,2beds
Pittsburgh,2018-02,145573.0,2beds
Pittsburgh,2018-03,147122.5,2beds
Pittsburgh,2018-04,148001.0,2beds
Pittsburgh,2018-05,148646.5,2beds
Pittsburgh,2018-06,148240.0,2beds
Pittsburgh,2018-07,148392.0,2beds
Pittsburgh,2018-08,148833.0,2beds
Pittsburgh,2018-09,149692.0,2beds
Pittsburgh,2018-10,150885.5,2beds
Pittsburgh,2018-11,151969.0,2beds
Pittsburgh,2018-12,153007.5,2beds
Pittsburgh,2019-01,153721.0,2beds
Pittsburgh,2019-02,154816.0,2beds
Pittsburgh,2019-03,154963.0,2beds
Pittsburgh,2019-04,154405.5,2beds
Pittsburgh,2019-05,153861.0,2beds
Pittsburgh,2019-06,153257.5,2beds
Pittsburgh,2019-07,152505.5,2beds
Pittsburgh,2019-08,151874.5,2beds
Pittsburgh,2019-09,151375.0,2beds
Pittsburgh,2019-10,151331.0,2beds
Pittsburgh,2019-11,151824.0,2beds
Pittsburgh,2019-12,153066.5,2beds
Pittsburgh,2020-01,154795.5,2beds
Pittsburgh,2020-02,155122.0,2beds
Pittsburgh,2020-03,155619.5,2beds
Pittsburgh,2020-04,155662.0,2beds
Pittsburgh,2020-05,155829.5,2beds
Pittsburgh,2020-06,155307.0,2beds
Pittsburgh,2020-07,155824.0,2beds
Pittsburgh,2020-08,157834.5,2beds
Pittsburgh,2020-09,160890.5,2beds
Pittsburgh,2020-10,164167.0,2beds
Pittsburgh,2020-11,167289.0,2beds
Pittsburgh,2020-12,170115.5,2beds
Pittsburgh,2021-01,195495.0,2beds
Pittsburgh,2021-02,197320.0,2beds
Pittsburgh,2021-03,199702.66666666666,2beds
Pittsburgh,2021-04,201448.33333333334,2beds
Pittsburgh,2021-05,204556.0,2beds
Pittsburgh,2021-06,207284.66666666666,2beds
Pittsburgh,2021-07,209460.66666666666,2beds
Pittsburgh,2021-08,211483.66666666666,2beds
Pittsburgh,2021-09,212608.0,2beds
Pittsburgh,2021-10,213123.0,2beds
Pittsburgh,2021-11,212999.66666666666,2beds
Pittsburgh,2021-12,213233.66666666666,2beds
Pittsburgh,2022-01,214442.66666666666,2beds
Pittsburgh,2022-02,217149.66666666666,2beds
Pittsburgh,2022-03,219403.33333333334,2beds
San Francisco,2018-01,1400956.0,2beds
San Francisco,2018-02,1410391.642857143,2beds
San Francisco,2018-03,1431113.142857143,2beds
San Francisco,2018-04,1452912.357142857,2beds
San Francisco,2018-05,1464415.0714285714,2beds
San Francisco,2018-06,1482099.9285714286,2beds
San Francisco,2018-07,1480843.7142857143,2beds
San Francisco,2018-08,1485890.142857143,2beds
San Francisco,2018-09,1477781.7142857143,2beds
San Francisco,2018-10,1484694.7857142857,2beds
San Francisco,2018-11,1481104.2857142857,2beds
San Francisco,2018-12,1476677.4285714286,2beds
San Francisco,2019-01,1478299.0714285714,2beds
San Francisco,2019-02,1480296.142857143,2beds
San Francisco,2019-03,1477135.0,2beds
San Francisco,2019-04,1472835.357142857,2beds
San Francisco,2019-05,1476478.0,2beds
San Francisco,2019-06,1481254.142857143,2beds
San Francisco,2019-07,1480459.5,2beds
San Francisco,2019-08,1478878.2142857143,2beds
San Francisco,2019-09,1477351.357142857,2beds
San Francisco,2019-10,1486656.2857142857,2beds
San Francisco,2019-11,1490317.7857142857,2beds
San Francisco,2019-12,1504117.4285714286,2beds
San Francisco,2020-01,1506943.2857142857,2beds
San Francisco,2020-02,1517630.4285714286,2beds
San Francisco,2020-03,1517143.9285714286,2beds
San Francisco,2020-04,1525511.2142857143,2beds
San Francisco,2020-05,1512904.0,2beds
San Francisco,2020-06,1501043.0,2beds
San Francisco,2020-07,1480037.7142857143,2beds
San Francisco,2020-08,1478486.7857142857,2beds
San Francisco,2020-09,1475219.642857143,2beds
San Francisco,2020-10,1465663.2857142857,2beds
San Francisco,2020-11,1449760.7857142857,2beds
San Francisco,2020-12,1437218.7142857143,2beds
San Francisco,2021-01,1432677.2857142857,2beds
San Francisco,2021-02,1435878.2857142857,2beds
San Francisco,2021-03,1444017.857142857,2beds
San Francisco,2021-04,1451650.0,2beds
San Francisco,2021-05,1468244.642857143,2beds
San Francisco,2021-06,1486549.7857142857,2beds
San Francisco,2021-07,1516552.857142857,2beds
San Francisco,2021-08,1534118.2857142857,2beds
San Francisco,2021-09,1551486.7857142857,2beds
San Francisco,2021-10,1561505.9285714286,2beds
San Francisco,2021-11,1570651.142857143,2beds
San Francisco,2021-12,1577279.4285714286,2beds
San Francisco,2022-01,1580690.5714285714,2beds
San Francisco,2022-02,1593270.3076923077,2beds
San Francisco,2022-03,1623180.357142857,2beds
Seattle,2018-01,668321.5294117647,2beds
Seattle,2018-02,683534.4117647059,2beds
Seattle,2018-03,697945.0588235294,2beds
Seattle,2018-04,706080.5294117647,2beds
Seattle,2018-05,708324.6470588235,2beds
Seattle,2018-06,706694.8823529412,2beds
Seattle,2018-07,702960.5294117647,2beds
Seattle,2018-08,699880.0,2beds
Seattle,2018-09,698822.7647058824,2beds
Seattle,2018-10,707925.375,2beds
Seattle,2018-11,694998.0,2beds
Seattle,2018-12,691171.5882352941,2beds
Seattle,2019-01,689171.0588235294,2beds
Seattle,2019-02,686006.7058823529,2beds
Seattle,2019-03,683182.6470588235,2beds
Seattle,2019-04,677563.4117647059,2beds
Seattle,2019-05,671964.2352941176,2beds
Seattle,2019-06,664698.1764705882,2beds
Seattle,2019-07,661054.8235294118,2beds
Seattle,2019-08,659707.4117647059,2beds
Seattle,2019-09,659293.0,2beds
Seattle,2019-10,658160.0588235294,2beds
Seattle,2019-11,661396.1176470588,2beds
Seattle,2019-12,666720.5294117647,2beds
Seattle,2020-01,675540.8823529412,2beds
Seattle,2020-02,682648.8823529412,2beds
Seattle,2020-03,690037.7058823529,2beds
Seattle,2020-04,692682.4117647059,2beds
Seattle,2020-05,689060.8823529412,2beds
Seattle,2020-06,687013.7647058824,2beds
Seattle,2020-07,689011.4117647059,2beds
Seattle,2020-08,698948.0588235294,2beds
Seattle,2020-09,709036.9411764706,2beds
Seattle,2020-10,719049.8823529412,2beds
Seattle,2020-11,725817.1764705882,2beds
Seattle,2020-12,727329.8235294118,2beds
Seattle,2021-01,729960.5882352941,2beds
Seattle,2021-02,732506.4117647059,2beds
Seattle,2021-03,744799.1875,2beds
Seattle,2021-04,741818.9411764706,2beds
Seattle,2021-05,747274.7647058824,2beds
Seattle,2021-06,760240.7647058824,2beds
Seattle,2021-07,767934.1176470588,2beds
Seattle,2021-08,774082.7647058824,2beds
Seattle,2021-09,777026.0,2beds
Seattle,2021-10,777927.5294117647,2beds
Seattle,2021-11,786382.7647058824,2beds
Seattle,2021-12,794235.7647058824,2beds
Seattle,2022-01,806262.0588235294,2beds
Seattle,2022-02,818014.8235294118,2beds
Seattle,2022-03,835936.8823529412,2beds
Washington,2018-01,619055.1333333333,2beds
Washington,2018-02,621947.4,2beds
Washington,2018-03,619100.6666666666,2beds
Washington,2018-04,618820.4,2beds
Washington,2018-05,616998.4666666667,2beds
Washington,2018-06,619879.6,2beds
Washington,2018-07,621540.6666666666,2beds
Washington,2018-08,622723.2666666667,2beds
Washington,2018-09,625292.3333333334,2beds
Washington,2018-10,628511.0,2beds
Washington,2018-11,632713.2666666667,2beds
Washington,2018-12,635104.3333333334,2beds
Washington,2019-01,637137.4,2beds
Washington,2019-02,636763.6,2beds
Washington,2019-03,639812.4666666667,2beds
Washington,2019-04,642531.2666666667,2beds
Washington,2019-05,645004.0,2beds
Washington,2019-06,644816.0,2beds
Washington,2019-07,642043.8666666667,2beds
Washington,2019-08,642021.2666666667,2beds
Washington,2019-09,642262.2666666667,2beds
Washington,2019-10,644168.8,2beds
Washington,2019-11,644728.5333333333,2beds
Washington,2019-12,645703.5333333333,2beds
Washington,2020-01,649098.8,2beds
Washington,2020-02,651831.6,2beds
Washington,2020-03,652695.0666666667,2beds
Washington,2020-04,654388.3333333334,2beds
Washington,2020-05,651418.6,2beds
Washington,2020-06,650480.2,2beds
Washington,2020-07,647372.6666666666,2beds
Washington,2020-08,649392.5333333333,2beds
Washington,2020-09,653023.1333333333,2beds
Washington,2020-10,656340.6666666666,2beds
Washington,2020-11,661554.6,2beds
Washington,2020-12,662728.1333333333,2beds
Washington,2021-01,664222.4,2beds
Washington,2021-02,663542.6666666666,2beds
Washington,2021-03,666731.8666666667,2beds
Washington,2021-04,669691.9333333333,2beds
Washington,2021-05,675306.2,2beds
Washington,2021-06,679628.3333333334,2beds
Washington,2021-07,683029.2,2beds
Washington,2021-08,683801.9333333333,2beds
Washington,2021-09,705066.1428571428,2beds
Washington,2021-10,687081.4666666667,2beds
Washington,2021-11,688351.3333333334,2beds
Washington,2021-12,689361.2,2beds
Washington,2022-01,690169.7333333333,2beds
Washington,2022-02,695120.0,2beds
Washington,2022-03,699840.2,2beds
Boston,2018-01,1279634.4,3beds
Boston,2018-02,1287188.2666666666,3beds
Boston,2018-03,1297190.4,3beds
Boston,2018-04,1298036.5333333334,3beds
Boston,2018-05,1298742.6666666667,3beds
Boston,2018-06,1300084.6666666667,3beds
Boston,2018-07,1306401.2666666666,3beds
Boston,2018-08,1309468.6666666667,3beds
Boston,2018-09,1308908.3333333333,3beds
Boston,2018-10,1308812.0,3beds
Boston,2018-11,1310640.5333333334,3beds
Boston,2018-12,1314871.0666666667,3beds
Boston,2019-01,1313936.7333333334,3beds
Boston,2019-02,1306683.2666666666,3beds
Boston,2019-03,1303261.6666666667,3beds
Boston,2019-04,1307774.2666666666,3beds
Boston,2019-05,1320026.0666666667,3beds
Boston,2019-06,1326937.4,3beds
Boston,2019-07,1326152.0666666667,3beds
Boston,2019-08,1324161.3333333333,3beds
Boston,2019-09,1321752.9333333333,3beds
Boston,2019-10,1321665.5333333334,3beds
Boston,2019-11,1316063.8,3beds
Boston,2019-12,1313642.7333333334,3beds
Boston,2020-01,1313435.2666666666,3beds
Boston,2020-02,1502624.0,3beds
Boston,2020-03,1510813.3125,3beds
Boston,2020-04,1515732.125,3beds
Boston,2020-05,1516530.9375,3beds
Boston,2020-06,1511147.5625,3beds
Boston,2020-07,1507479.3125,3beds
Boston,2020-08,1510069.125,3beds
Boston,2020-09,1522192.4375,3beds
Boston,2020-10,1536503.875,3beds
Boston,2020-11,1546054.3125,3beds
Boston,2020-12,1549081.875,3beds
Boston,2021-01,1548686.5625,3beds
Boston,2021-02,1553501.5625,3beds
Boston,2021-03,1617177.0666666667,3beds
Boston,2021-04,1554758.9375,3beds
Boston,2021-05,1526470.4117647058,3beds
Boston,2021-06,1540149.8235294118,3beds
Boston,2021-07,1553659.0,3beds
Boston,2021-08,1564372.1764705882,3beds
Boston,2021-09,1563016.5882352942,3beds
Boston,2021-10,1560204.8823529412,3beds
Boston,2021-11,1561152.5882352942,3beds
Boston,2021-12,1578049.0588235294,3beds
Boston,2022-01,1591072.7647058824,3beds
Boston,2022-02,1607157.7647058824,3beds
Boston,2022-03,1615991.8823529412,3beds
Chicago,2018-01,524254.93333333335,3beds
Chicago,2018-02,528434.5,3beds
Chicago,2018-03,528347.0,3beds
Chicago,2018-04,527280.2666666667,3beds
Chicago,2018-05,525727.6333333333,3beds
Chicago,2018-06,524974.8,3beds
Chicago,2018-07,523647.9,3beds
Chicago,2018-08,522350.06666666665,3beds
Chicago,2018-09,521831.93333333335,3beds
Chicago,2018-10,521006.9666666667,3beds
Chicago,2018-11,521675.73333333334,3beds
Chicago,2018-12,522513.36666666664,3beds
Chicago,2019-01,521985.6666666667,3beds
Chicago,2019-02,521839.9,3beds
Chicago,2019-03,521168.73333333334,3beds
Chicago,2019-04,522173.36666666664,3beds
Chicago,2019-05,522120.3333333333,3beds
Chicago,2019-06,521187.43333333335,3beds
Chicago,2019-07,520196.36666666664,3beds
Chicago,2019-08,518711.13333333336,3beds
Chicago,2019-09,518143.4666666667,3beds
Chicago,2019-10,517827.73333333334,3beds
Chicago,2019-11,517695.76666666666,3beds
Chicago,2019-12,517942.9,3beds
Chicago,2020-01,518008.3,3beds
Chicago,2020-02,518870.5333333333,3beds
Chicago,2020-03,518925.9,3beds
Chicago,2020-04,518868.73333333334,3beds
Chicago,2020-05,517507.63333333336,3beds
Chicago,2020-06,504377.1935483871,3beds
Chicago,2020-07,506266.29032258067,3beds
Chicago,2020-08,510118.0,3beds
Chicago,2020-09,503885.51612903224,3beds
Chicago,2020-10,516003.65625,3beds
Chicago,2020-11,521095.21875,3beds
Chicago,2020-12,523865.78125,3beds
Chicago,2021-01,524777.90625,3beds
Chicago,2021-02,525507.65625,3beds
Chicago,2021-03,528465.3548387097,3beds
Chicago,2021-04,529245.5625,3beds
Chicago,2021-05,536759.5161290322,3beds
Chicago,2021-06,530144.75,3beds
Chicago,2021-07,531935.90625,3beds
Chicago,2021-08,535995.375,3beds
Chicago,2021-09,538605.875,3beds
Chicago,2021-10,540146.25,3beds
Chicago,2021-11,543000.5,3beds
Chicago,2021-12,545123.21875,3beds
Chicago,2022-01,547166.5,3beds
Chicago,2022-02,547759.4375,3beds
Chicago,2022-03,550668.9375,3beds
Detroit,2020-05,44477.0,3beds
Detroit,2020-06,44135.0,3beds
Detroit,2020-07,42527.5,3beds
Detroit,2020-08,42904.5,3beds
Detroit,2020-09,43895.0,3beds
Detroit,2020-10,45252.0,3beds
Detroit,2020-11,46641.0,3beds
Detroit,2020-12,47909.666666666664,3beds
Detroit,2021-01,49293.0,3beds
Detroit,2021-02,51843.0,3beds
Detroit,2021-03,50081.0,3beds
Detroit,2021-04,50939.0,3beds
Detroit,2021-05,54511.0,3beds
Detroit,2021-06,53382.0,3beds
Detroit,2021-07,54366.0,3beds
Detroit,2021-08,55064.5,3beds
Detroit,2021-09,59764.666666666664,3beds
Detroit,2021-10,61165.333333333336,3beds
Detroit,2021-11,62129.333333333336,3beds
Detroit,2021-12,62709.666666666664,3beds
Detroit,2022-01,63384.0,3beds
Detroit,2022-02,63947.0,3beds
Detroit,2022-03,64657.0,3beds
Los Angeles,2018-01,1116766.7608695652,3beds
Los Angeles,2018-02,1128736.9130434783,3beds
Los Angeles,2018-03,1134798.5319148935,3beds
Los Angeles,2018-04,1145755.2765957448,3beds
Los Angeles,2018-05,1150960.4680851065,3beds
Los Angeles,2018-06,1156886.3617021276,3beds
Los Angeles,2018-07,1153234.5957446808,3beds
Los Angeles,2018-08,1153815.680851064,3beds
Los Angeles,2018-09,1153544.170212766,3beds
Los Angeles,2018-10,1163620.4893617022,3beds
Los Angeles,2018-11,1167873.0,3beds
Los Angeles,2018-12,1167808.8936170214,3beds
Los Angeles,2019-01,1167321.170212766,3beds
Los Angeles,2019-02,1164457.4680851065,3beds
Los Angeles,2019-03,1161620.9361702127,3beds
Los Angeles,2019-04,1160995.2127659575,3beds
Los Angeles,2019-05,1163557.9361702127,3beds
Los Angeles,2019-06,1168228.4893617022,3beds
Los Angeles,2019-07,1157784.5106382978,3beds
Los Angeles,2019-08,1153031.3404255318,3beds
Los Angeles,2019-09,1150316.2765957448,3beds
Los Angeles,2019-10,1162465.7234042552,3beds
Los Angeles,2019-11,1166886.6170212766,3beds
Los Angeles,2019-12,1172290.4893617022,3beds
Los Angeles,2020-01,1177227.1489361702,3beds
Los Angeles,2020-02,1190432.2978723405,3beds
Los Angeles,2020-03,1202320.1914893617,3beds
Los Angeles,2020-04,1176127.6304347827,3beds
Los Angeles,2020-05,1205718.914893617,3beds
Los Angeles,2020-06,1199499.744680851,3beds
Los Angeles,2020-07,1206245.1063829786,3beds
Los Angeles,2020-08,1225827.5957446808,3beds
Los Angeles,2020-09,1248888.0,3beds
Los Angeles,2020-10,1261804.914893617,3beds
Los Angeles,2020-11,1265455.9361702127,3beds
Los Angeles,2020-12,1255339.125,3beds
Los Angeles,2021-01,1256727.3333333333,3beds
Los Angeles,2021-02,1265244.5,3beds
Los Angeles,2021-03,1272439.4375,3beds
Los Angeles,2021-04,1284079.9166666667,3beds
Los Angeles,2021-05,1314576.1489361702,3beds
Los Angeles,2021-06,1303216.347826087,3beds
Los Angeles,2021-07,1368365.425531915,3beds
Los Angeles,2021-08,1376633.125,3beds
Los Angeles,2021-09,1417685.9347826086,3beds
Los Angeles,2021-10,1395925.1739130435,3beds
Los Angeles,2021-11,1369042.956521739,3beds
Los Angeles,2021-12,1428099.8043478262,3beds
Los Angeles,2022-01,1421015.7872340425,3beds
Los Angeles,2022-02,1419888.1666666667,3beds
Los Angeles,2022-03,1442457.0833333333,3beds
New York,2018-01,1770890.553846154,3beds
New York,2018-02,1781828.2307692308,3beds
New York,2018-03,1789775.3692307693,3beds
New York,2018-04,1788460.0,3beds
New York,2018-05,1782308.6923076923,3beds
New York,2018-06,1772155.723076923,3beds
New York,2018-07,1766811.7692307692,3beds
New York,2018-08,1775605.84375,3beds
New York,2018-09,1768314.109375,3beds
New York,2018-10,1746588.6769230769,3beds
New York,2018-11,1760302.390625,3beds
New York,2018-12,1753624.8923076922,3beds
New York,2019-01,1751610.1384615384,3beds
New York,2019-02,1748600.8153846154,3beds
New York,2019-03,1740620.476923077,3beds
New York,2019-04,1723090.303030303,3beds
New York,2019-05,1717199.2575757576,3beds
New York,2019-06,1713850.0909090908,3beds
New York,2019-07,1711199.393939394,3beds
New York,2019-08,1704570.9393939395,3beds
New York,2019-09,1696975.5454545454,3beds
New York,2019-10,1691052.2121212122,3beds
New York,2019-11,1689090.8484848484,3beds
New York,2019-12,1701508.3846153845,3beds
New York,2020-01,1688320.1666666667,3beds
New York,2020-02,1688067.9090909092,3beds
New York,2020-03,1676030.9253731344,3beds
New York,2020-04,1686733.9696969697,3beds
New York,2020-05,1686105.0909090908,3beds
New York,2020-06,1673504.1044776118,3beds
New York,2020-07,1664231.8358208956,3beds
New York,2020-08,1651958.328358209,3beds
New York,2020-09,1658364.90625,3beds
New York,2020-10,1641271.2537313432,3beds
New York,2020-11,1663584.5,3beds
New York,2020-12,1660991.4328358208,3beds
New York,2021-01,1665234.6119402985,3beds
New York,2021-02,1683335.5,3beds
New York,2021-03,1685076.4705882352,3beds
New York,2021-04,1687960.205882353,3beds
New York,2021-05,1691567.9411764706,3beds
New York,2021-06,1701145.3823529412,3beds
New York,2021-07,1722654.7164179105,3beds
New York,2021-08,1726758.7611940298,3beds
New York,2021-09,1731499.4776119404,3beds
New York,2021-10,1723873.1304347827,3beds
New York,2021-11,1722281.4857142856,3beds
New York,2021-12,1742785.5507246377,3beds
New York,2022-01,1735682.4857142856,3beds
New York,2022-02,1741020.842857143,3beds
New York,2022-03,1763664.8985507246,3beds
Philadelphia,2018-01,398757.5294117647,3beds
Philadelphia,2018-02,403273.17647058825,3beds
Philadelphia,2018-03,409018.70588235295,3beds
Philadelphia,2018-04,413640.64705882355,3beds
Philadelphia,2018-05,416215.82352941175,3beds
Philadelphia,2018-06,416361.0588235294,3beds
Philadelphia,2018-07,418229.8823529412,3beds
Philadelphia,2018-08,420446.23529411765,3beds
Philadelphia,2018-09,424179.23529411765,3beds
Philadelphia,2018-10,426691.1176470588,3beds
Philadelphia,2018-11,429851.4705882353,3beds
Philadelphia,2018-12,433568.8823529412,3beds
Philadelphia,2019-01,435255.0588235294,3beds
Philadelphia,2019-02,419912.0,3beds
Philadelphia,2019-03,418255.05555555556,3beds
Philadelphia,2019-04,417878.94444444444,3beds
Philadelphia,2019-05,418396.8888888889,3beds
Philadelphia,2019-06,418295.05555555556,3beds
Philadelphia,2019-07,418396.3333333333,3beds
Philadelphia,2019-08,418064.0,3beds
Philadelphia,2019-09,418824.3888888889,3beds
Philadelphia,2019-10,401745.94736842107,3beds
Philadelphia,2019-11,402098.7368421053,3beds
Philadelphia,2019-12,403357.6842105263,3beds
Philadelphia,2020-01,404917.15789473685,3beds
Philadelphia,2020-02,407244.1052631579,3beds
Philadelphia,2020-03,409168.5263157895,3beds
Philadelphia,2020-04,397114.25,3beds
Philadelphia,2020-05,396977.7,3beds
Philadelphia,2020-06,397217.2,3beds
Philadelphia,2020-07,399052.2,3beds
Philadelphia,2020-08,403635.05,3beds
Philadelphia,2020-09,391454.28571428574,3beds
Philadelphia,2020-10,395287.04761904763,3beds
Philadelphia,2020-11,398002.61904761905,3beds
Philadelphia,2020-12,400606.14285714284,3beds
Philadelphia,2021-01,387471.1818181818,3beds
Philadelphia,2021-02,390432.7727272727,3beds
Philadelphia,2021-03,404563.61904761905,3beds
Philadelphia,2021-04,394774.2727272727,3beds
Philadelphia,2021-05,396237.5909090909,3beds
Philadelphia,2021-06,408457.5,3beds
Philadelphia,2021-07,393321.47826086957,3beds
Philadelphia,2021-08,392504.2173913043,3beds
Philadelphia,2021-09,391132.47826086957,3beds
Philadelphia,2021-10,402405.0,3beds
Philadelphia,2021-11,391996.9130434783,3beds
Philadelphia,2021-12,392258.47826086957,3beds
Philadelphia,2022-01,381580.3333333333,3beds
Philadelphia,2022-02,380696.5833333333,3beds
Philadelphia,2022-03,380033.9166666667,3beds
Pittsburgh,2018-01,170415.0,3beds
Pittsburgh,2018-02,170947.0,3beds
Pittsburgh,2018-03,172808.0,3beds
Pittsburgh,2018-04,174026.0,3beds
Pittsburgh,2018-05,175148.0,3beds
Pittsburgh,2018-06,174614.5,3beds
Pittsburgh,2018-07,174971.5,3beds
Pittsburgh,2018-08,175243.0,3beds
Pittsburgh,2018-09,175690.5,3beds
Pittsburgh,2018-10,176413.0,3beds
Pittsburgh,2018-11,177121.0,3beds
Pittsburgh,2018-12,178369.0,3beds
Pittsburgh,2019-01,179601.0,3beds
Pittsburgh,2019-02,181056.0,3beds
Pittsburgh,2019-03,180825.0,3beds
Pittsburgh,2019-04,179335.5,3beds
Pittsburgh,2019-05,178204.0,3beds
Pittsburgh,2019-06,177485.0,3beds
Pittsburgh,2019-07,177181.0,3beds
Pittsburgh,2019-08,176827.0,3beds
Pittsburgh,2019-09,177040.5,3beds
Pittsburgh,2019-10,177418.0,3beds
Pittsburgh,2019-11,178408.5,3beds
Pittsburgh,2019-12,179786.5,3beds
Pittsburgh,2020-01,181333.0,3beds
Pittsburgh,2020-02,181780.0,3beds
Pittsburgh,2020-03,182360.0,3beds
Pittsburgh,2020-04,182234.0,3beds
Pittsburgh,2020-05,182007.5,3beds
Pittsburgh,2020-06,181851.0,3beds
Pittsburgh,2020-07,183670.5,3beds
Pittsburgh,2020-08,187224.5,3beds
Pittsburgh,2020-09,191595.0,3beds
Pittsburgh,2020-10,195872.5,3beds
Pittsburgh,2020-11,199447.0,3beds
Pittsburgh,2020-12,202449.0,3beds
Pittsburgh,2021-01,237965.66666666666,3beds
Pittsburgh,2021-02,239663.0,3beds
Pittsburgh,2021-03,241801.33333333334,3beds
Pittsburgh,2021-04,243766.66666666666,3beds
Pittsburgh,2021-05,248582.66666666666,3beds
