RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21,10/31/21,11/30/21,12/31/21,1/31/22,2/28/22,3/31/22
115366,5706,Granite Hills,Neighborhood,CA,CA,El Cajon,San Diego-Carlsbad,San Diego County,801572,810638,814347,817387,816871,815187,810451,809048,807806,808949,809888,809093,805419,801518,798708,800556,803441,807804,812419,816147,819302,820916,822489,823151,825945,827824,834429,836662,839484,837934,843235,847747,855094,868751,884402,895757,899261,907171,923966,947810,981504,1016109,1053560,1078459,1092256,1093012,1098407,1113123,1143264,1172368,1206773
761069,5708,Flintridge Village,Neighborhood,CA,CA,Ladera Ranch,Los Angeles-Long Beach-Anaheim,Orange County,1159061,1164590,1170144,1178610,1186520,1190892,1187918,1188714,1187094,1191216,1192357,1192956,1192667,1189147,1186168,1184178,1182781,1181329,1179258,1183326,1189458,1194632,1192186,1187797,1190213,1197083,1205932,1210631,1208399,1204986,1207462,1225118,1244424,1259918,1268908,1278189,1292469,1309056,1331528,1352568,1390961,1436162,1487962,1528887,1557685,1583771,1612383,1651046,1697365,1740588,1787193
761545,5716,Amerige Heights,Neighborhood,CA,CA,Fullerton,Los Angeles-Long Beach-Anaheim,Orange County,1227642,1244141,1256751,1265869,1270414,1271287,1265221,1262775,1259778,1269857,1272461,1273522,1269796,1268457,1268690,1266314,1268127,1270540,1277650,1288634,1288073,1284082,1265089,1264548,1267115,1281976,1285566,1289590,1286450,1270453,1256614,1259260,1277324,1299914,1314239,1333224,1339867,1338877,1332607,1334517,1361296,1404039,1452209,1488555,1534510,1574706,1616111,1640674,1670101,1702024,1738795
260808,5719,Dexter,Neighborhood,MA,MA,Dedham,Boston-Cambridge-Newton,Norfolk County,1454042,1458727,1469298,1490263,1495114,1497992,1497679,1499173,1502201,1501239,1498140,1493343,1488900,1471650,1452939,1438974,1441800,1449980,1454444,1458284,1454779,1454291,1449946,1454729,1458206,1463171,1470003,1477104,1490997,1493248,1493660,1490649,1497114,1513727,1529976,1539821,1543872,1546717,1555482,1576783,1603674,1636576,1659166,1675742,1684868,1698593,1718651,1729297,1734571,1749475,1782438
417772,5720,The Traditions,Neighborhood,AZ,AZ,Chandler,Phoenix-Mesa-Scottsdale,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614964
417690,5731,Higley Estates,Neighborhood,AZ,AZ,Gilbert,Phoenix-Mesa-Scottsdale,Maricopa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948571
269298,5731,Chastain Park,Neighborhood,GA,GA,Atlanta,Atlanta-Sandy Springs-Roswell,Fulton County,1597724,1606876,1610694,1613996,1617476,1621801,1627654,1633693,1651278,1671874,1694233,1704506,1717456,1723279,1734917,1738748,1747893,1740133,1734397,1729274,1738304,1749064,1760044,1774222,1781197,1793885,1789445,1782437,1762406,1757410,1764444,1773427,1784160,1797072,1807591,1820134,1826400,1843752,1860598,1883076,1903404,1923807,1942567,1974982,2019571,2075410,2087063,2089693,2088195,,2211527
268562,5741,Village 2,Neighborhood,CA,CA,Sacramento,Sacramento--Roseville--Arden-Arcade,Sacramento County,529240,534173,536870,539119,541571,545972,550319,553474,553864,553733,552471,552960,552851,553785,554110,556844,560340,565391,565058,564602,563836,565949,571327,575781,580719,582900,587953,593649,598775,599744,602501,607024,615500,625862,633082,640731,645210,655382,661663,674828,683818,699295,715894,733976,748678,751679,755564,762369,779512,796014,807884
271774,5741,Rock Spring,Neighborhood,VA,VA,Arlington,Washington-Arlington-Alexandria,Arlington County,1459947,1458646,1462180,1461812,1456749,1453610,1456007,1459762,1457586,1461930,1460658,1465662,1476352,1493915,1504494,1504501,1501820,1500255,1504212,1515166,1528247,1540057,1542296,1551473,1566510,1592980,1607173,1612798,1614008,1608352,1605172,1595966,1599779,1602485,1609394,1613712,1624887,1629136,1635193,1635568,1650231,1663142,1671397,1668892,1670935,1670590,1675147,1680043,1697208,1720378,1741191
10967,5743,Cotuit,Neighborhood,MA,MA,Barnstable,Barnstable Town,Barnstable County,1403703,1407800,1405604,1397628,1394317,1397339,1405622,1418897,1436189,1449210,1451346,1448579,1445063,1434703,1427702,1428241,1444907,1453678,1453386,1451019,1451895,1455253,1453318,1453043,1461888,1471807,1483809,1487075,1486880,1481031,1477720,1486297,1505730,1531200,1554810,1574527,1589191,1616655,1655940,1706447,1767837,1831844,1891507,1929135,1961000,2002369,2046186,2087593,2121643,2148274,2181261
